species_label,xc_id,sci_name,source_path,start_s,end_s,rms_db,rms_gate_thr_db,teacher_decision,teacher_top_sci,teacher_top_common,teacher_top_conf,teacher_max_conf,final_class,selected,selected_reason,clip_path,error
columba_livia,726245,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC726245.mp3,7.0,10.0,-26.891508055677747,-29.26281713368178,species,Columba livia,Rock Pigeon,0.976402997970581,0.976402997970581,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC726245__s7000__e10000.wav,
columba_livia,726245,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC726245.mp3,10.0,13.0,-27.099269749781094,-29.26281713368178,species,Columba livia,Rock Pigeon,0.8882016539573669,0.8882016539573669,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC726245__s10000__e13000.wav,
columba_livia,726245,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC726245.mp3,13.0,16.0,-26.753144170637487,-29.26281713368178,species,Columba livia,Rock Pigeon,0.54112309217453,0.54112309217453,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC726245__s13000__e16000.wav,
columba_livia,726245,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC726245.mp3,16.0,19.0,-26.830742431847252,-29.26281713368178,species,Columba livia,Rock Pigeon,0.9421696066856384,0.9421696066856384,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC726245__s16000__e19000.wav,
columba_livia,726245,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC726245.mp3,19.0,22.0,-28.140329505552828,-29.26281713368178,species,Columba livia,Rock Pigeon,0.9262145757675171,0.9262145757675171,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC726245__s19000__e22000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,1.0,4.0,-18.852999573766347,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9915938377380371,0.9915938377380371,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s1000__e4000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,7.0,10.0,-17.874634432752604,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9949104189872742,0.9949104189872742,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s7000__e10000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,10.0,13.0,-17.681128167890908,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9939727187156677,0.9939727187156677,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s10000__e13000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,13.0,16.0,-17.41084948916499,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9891707301139832,0.9891707301139832,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s13000__e16000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,16.0,19.0,-19.80239152604756,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9937610030174255,0.9937610030174255,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s16000__e19000.wav,
columba_livia,541143,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC541143.mp3,22.0,25.0,-21.52625526804203,-22.445673719151333,species,Columba livia,Rock Pigeon,0.9933630228042603,0.9933630228042603,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC541143__s22000__e25000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,1.0,4.0,-26.9700836796494,-34.726989025592445,species,Columba livia,Rock Pigeon,0.5255563259124756,0.5255563259124756,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s1000__e4000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,4.0,7.0,-25.955393116918902,-34.726989025592445,species,Columba livia,Rock Pigeon,0.757140576839447,0.757140576839447,species,0,,,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,7.0,10.0,-34.23650440704043,-34.726989025592445,non_bird,,,0.0,0.0,non_bird,1,nonbird_lowconf,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/non_bird/columba_livia/XC462611__s7000__e10000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,10.0,13.0,-29.989348981016654,-34.726989025592445,species,Columba livia,Rock Pigeon,0.8567202687263489,0.8567202687263489,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s10000__e13000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,13.0,16.0,-30.530297349418042,-34.726989025592445,species,Columba livia,Rock Pigeon,0.864337682723999,0.864337682723999,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s13000__e16000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,19.0,22.0,-33.03725614438566,-34.726989025592445,species,Columba livia,Rock Pigeon,0.36358755826950073,0.36358755826950073,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s19000__e22000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,28.0,31.0,-34.039582806343276,-34.726989025592445,species,Columba livia,Rock Pigeon,0.6594760417938232,0.6594760417938232,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s28000__e31000.wav,
columba_livia,462611,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC462611.mp3,31.0,34.0,-33.90700526786552,-34.726989025592445,species,Columba livia,Rock Pigeon,0.7300459742546082,0.7300459742546082,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC462611__s31000__e34000.wav,
columba_livia,342145,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC342145.mp3,4.0,7.0,-33.29593487765794,-40.0,species,Columba livia,Rock Pigeon,0.9808238744735718,0.9808238744735718,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC342145__s4000__e7000.wav,
columba_livia,342145,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC342145.mp3,7.0,10.0,-36.32301135625663,-40.0,species,Columba livia,Rock Pigeon,0.9280129671096802,0.9280129671096802,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC342145__s7000__e10000.wav,
columba_livia,270097,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC270097.mp3,4.0,7.0,-30.00960571931497,-31.225509661227424,species,Columba livia,Rock Pigeon,0.9932765960693359,0.9932765960693359,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC270097__s4000__e7000.wav,
columba_livia,270097,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC270097.mp3,7.0,10.0,-29.362262349865127,-31.225509661227424,species,Columba livia,Rock Pigeon,0.9095763564109802,0.9095763564109802,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC270097__s7000__e10000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,1.0,4.0,-33.25513559371007,-34.5169594162951,species,Columba livia,Rock Pigeon,0.998524010181427,0.998524010181427,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC121680__s1000__e4000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,4.0,7.0,-34.428938059104205,-34.5169594162951,species,Columba livia,Rock Pigeon,0.994499921798706,0.994499921798706,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC121680__s4000__e7000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,7.0,10.0,-30.94615558461193,-34.5169594162951,species,Columba livia,Rock Pigeon,0.999661922454834,0.999661922454834,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC121680__s7000__e10000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,10.0,13.0,-31.386469872773688,-34.5169594162951,species,Columba livia,Rock Pigeon,0.9989963173866272,0.9989963173866272,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC121680__s10000__e13000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,13.0,16.0,-34.210936636369986,-34.5169594162951,species,Columba livia,Rock Pigeon,0.7724974155426025,0.7724974155426025,species,1,rand_species,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/clips/species/columba_livia/XC121680__s13000__e16000.wav,
columba_livia,121680,Columba livia,/Users/justyna-przy/Projects/ISE/FYP/src/bird_data/raw/columba_livia/XC121680.mp3,16.0,19.0,-32.78852574514079,-34.5169594162951,species,Columba livia,Rock Pigeon,0.9935768246650696,0.9935768246650696,species,0,,,
